customer_id,property_id,city,star_rating,booking_date,check_in_date,check_out_date,room_type,num_rooms_booked,stay_type,booking_channel,booking_value,costprice,markup,selling_price,payment_method,refund_status,refund_amount,channel_of_booking,booking_status,travel_date,cashback,coupon_redeem,Coupon USed?
135,5,Boston,3,28-07-2024,,,Deluxe,1,Leisure,Web,42000.23,36530,11284,47814,Debit Card,Yes,431.8355116,iOS,Cancelled,12-05-2024,0,0,No
190,3,Boston,3,28-07-2024,30-07-2024,02-08-2024,Suite,1,Leisure,Travel Agent,24220.27,9779,3021,12800,PayPal,Yes,851.8362754,Android,Confirmed,25-04-2024,12.38569387,0,No
282,3,Orlando,4,28-07-2024,20-08-2024,21-08-2024,Deluxe,1,Leisure,Mobile App,31581,31581,9755,41336,Debit Card,Yes,0,Web,Confirmed,11-12-2024,5.75918247,10.45475813,Yes
391,3,Seattle,4,28-07-2024,24-09-2024,01-10-2024,Suite,2,Business,Mobile App,35738,35738,11040,46778,Debit Card,No,0,Android,Confirmed,05-05-2024,6.615956239,0,No
341,5,Miami,3,28-07-2024,,,Standard,1,Business,Web,36661.96,9581,2960,12541,Credit Card,No,0,iOS,Cancelled,28-04-2024,0,0,No
220,5,Seattle,4,28-07-2024,14-09-2024,15-09-2024,Standard,1,Leisure,Web,41876.06,36422,11251,47673,PayPal,Yes,0,iOS,Confirmed,30-06-2024,0,0,No
419,1,New York,5,28-07-2024,22-08-2024,27-08-2024,Standard,1,Business,Mobile App,17935,36585,11301,47886,Credit Card,Yes,0,Web,Cancelled,25-04-2024,2.019405317,0,No
309,7,Dallas,3,28-07-2024,06-09-2024,10-09-2024,Standard,2,Business,Web,13441.68,26009,8035,34044,Debit Card,Yes,575.1554577,Web,Confirmed,15-11-2024,0,16.89675803,Yes
167,7,Seattle,4,28-07-2024,07-08-2024,14-08-2024,Standard,1,Business,Web,15255.98,13269,4099,17368,Bank Transfer,Yes,286.3982228,iOS,Confirmed,02-05-2024,0,0,No
359,5,Boston,3,28-07-2024,25-08-2024,01-09-2024,Standard,1,Leisure,Web,7838.97,30157,9315,39472,Credit Card,No,0,Android,Confirmed,03-05-2024,0,0,No
227,5,Las Vegas,2,28-07-2024,18-09-2024,22-09-2024,Suite,1,Business,Web,34601.61,30095,9297,39392,Credit Card,Yes,377.3696768,Web,Confirmed,11-05-2024,0,0,No
469,5,Chicago,2,28-07-2024,09-08-2024,13-08-2024,Standard,1,Leisure,Mobile App,21428,21428,6619,28047,Credit Card,Yes,363.1437051,Web,Confirmed,26-04-2024,0,0,No
104,5,New York,4,29-07-2024,03-08-2024,08-08-2024,Standard,2,Leisure,Web,15404.04,13383,4134,17517,Credit Card,Yes,0,Web,Confirmed,22-09-2024,0,3.369452631,Yes
264,5,Boston,4,29-07-2024,17-08-2024,21-08-2024,Standard,1,Business,Mobile App,12126,12126,3746,15872,Credit Card,Yes,818.3341872,Web,Confirmed,20-10-2024,0,18.47062148,Yes
317,3,Miami,2,29-07-2024,16-09-2024,20-09-2024,Deluxe,1,Leisure,Web,39106.89,14417,4454,18871,Bank Transfer,Yes,0,Web,Confirmed,23-09-2024,14.49485957,48.68472385,Yes
36,1,San Francisco,2,29-07-2024,16-08-2024,22-08-2024,Standard,2,Business,Mobile App,20017,20017,6183,26200,Credit Card,Yes,280.0499054,Android,Confirmed,14-07-2024,4.071923791,0,No
362,3,San Francisco,2,29-07-2024,18-09-2024,24-09-2024,Standard,1,Business,Mobile App,26210,26210,8097,34307,PayPal,Yes,620.3246935,Web,Confirmed,17-05-2024,9.019516982,0,No
116,7,Orlando,4,29-07-2024,01-08-2024,06-08-2024,Suite,2,Leisure,Web,33782.3,29350,9066,38416,Debit Card,No,0,Android,Confirmed,09-05-2024,0,0,No
293,5,Miami,4,29-07-2024,14-09-2024,17-09-2024,Standard,2,Leisure,Mobile App,24503,24503,7569,32072,PayPal,Yes,0,Web,Cancelled,19-12-2024,0,26.07470399,Yes
142,3,Boston,3,29-07-2024,17-09-2024,24-09-2024,Standard,2,Leisure,Mobile App,27161,27161,8390,35551,Credit Card,No,0,Android,Confirmed,24-04-2024,11.9073055,0,No
12,7,Orlando,2,29-07-2024,14-08-2024,21-08-2024,Standard,1,Business,Mobile App,14339,14339,4430,18769,PayPal,No,0,Android,Confirmed,28-04-2024,0,0,No
157,5,Seattle,4,29-07-2024,24-09-2024,29-09-2024,Standard,1,Business,Mobile App,17360,17360,5363,22723,Debit Card,Yes,505.7675855,Web,Cancelled,08-09-2024,0,0,No
287,3,Chicago,4,29-07-2024,01-08-2024,07-08-2024,Standard,1,Business,Mobile App,27165,27165,8391,35556,Debit Card,Yes,0,Web,Confirmed,18-09-2024,9.874976163,25.55386234,Yes
31,1,New York,4,29-07-2024,04-08-2024,10-08-2024,Standard,1,Business,Web,28953.79,25155,7770,32925,PayPal,No,0,Android,Confirmed,17-05-2024,13.07543859,0,No
417,7,Seattle,3,29-07-2024,15-08-2024,18-08-2024,Standard,1,Leisure,Web,24564.97,37231,11501,48732,Credit Card,Yes,935.841628,Web,Confirmed,29-09-2024,0,38.48561599,Yes
435,5,Miami,2,29-07-2024,20-09-2024,27-09-2024,Standard,1,Business,Mobile App,5714,5714,1766,7480,Credit Card,Yes,439.935478,Android,Confirmed,24-10-2024,0,16.87483263,Yes
481,3,Las Vegas,3,29-07-2024,25-08-2024,29-08-2024,Standard,1,Business,Mobile App,12367,7477,2310,9787,Credit Card,Yes,0,Web,Confirmed,09-10-2024,7.241173599,6.811850661,Yes
497,5,Miami,3,29-07-2024,21-08-2024,23-08-2024,Standard,2,Leisure,Mobile App,13550,33928,10480,44408,Credit Card,Yes,198.966467,Android,Confirmed,14-05-2024,0,0,No
137,3,Chicago,4,29-07-2024,31-08-2024,05-09-2024,Standard,3,Leisure,Web,31689.75,19868,6138,26006,PayPal,Yes,607.9883469,Android,Cancelled,03-07-2024,8.840146583,0,No
164,3,Orlando,3,29-07-2024,12-08-2024,17-08-2024,Standard,2,Business,Web,41552.8,21685,6699,28384,Credit Card,Yes,0,Web,Cancelled,16-12-2024,9.356344263,14.1924745,Yes
298,3,Miami,2,29-07-2024,25-09-2024,29-09-2024,Standard,1,Business,Mobile App,15189,15189,4692,19881,Credit Card,Yes,529.5166495,Web,Confirmed,24-08-2024,7.699168616,10.82627018,Yes
128,3,Los Angeles,4,29-07-2024,26-09-2024,29-09-2024,Deluxe,2,Business,Web,14844.64,12897,3984,16881,Bank Transfer,Yes,102.2558985,Web,Confirmed,24-11-2024,1.486800094,0.638135748,Yes
216,5,Chicago,3,29-07-2024,24-09-2024,01-10-2024,Deluxe,1,Leisure,Mobile App,13799,13799,4263,18062,Bank Transfer,Yes,0,Web,Confirmed,19-11-2024,0,24.31141836,Yes
227,3,New York,4,29-07-2024,03-08-2024,08-08-2024,Standard,1,Leisure,Mobile App,24042,24042,7427,31469,Bank Transfer,Yes,827.8437343,Web,Confirmed,29-12-2024,12.03684248,36.51371103,Yes
135,5,Boston,5,29-07-2024,08-08-2024,15-08-2024,Standard,2,Leisure,Mobile App,14021,14021,4332,18353,Bank Transfer,Yes,225.7883336,Web,Failed,28-10-2024,0,8.102581129,Yes
485,1,Las Vegas,4,29-07-2024,17-09-2024,21-09-2024,Standard,1,Leisure,Web,14774.43,37042,11442,48484,Bank Transfer,Yes,0,Web,Confirmed,20-10-2024,1.21481075,1.012810297,Yes
413,5,New York,3,29-07-2024,20-08-2024,27-08-2024,Suite,1,Business,Mobile App,19101,18052,5576,23628,Bank Transfer,Yes,707.6338082,iOS,Confirmed,23-04-2024,0,0,No
222,3,Dallas,4,29-07-2024,,,Standard,1,Business,Mobile App,36405,36405,11245,47650,Bank Transfer,Yes,0,Web,Cancelled,01-09-2024,11.66106307,23.15372674,Yes
232,7,Los Angeles,5,29-07-2024,24-09-2024,28-09-2024,Standard,1,Leisure,Web,20385.63,17711,5471,23182,Credit Card,Yes,489.980937,Web,Confirmed,22-01-2025,0,17.030221,Yes
86,1,Dallas,2,29-07-2024,17-09-2024,19-09-2024,Standard,1,Business,Mobile App,19323,19323,5969,25292,Bank Transfer,No,0,Android,Confirmed,07-05-2024,10.11750696,0,No
363,3,Seattle,4,29-07-2024,07-08-2024,11-08-2024,Standard,1,Leisure,Web,11148.73,9686,2993,12679,Bank Transfer,No,0,Web,Cancelled,12-05-2024,10.42461167,0,No
195,3,Dallas,4,29-07-2024,02-09-2024,04-09-2024,Standard,1,Leisure,Web,16077.38,37226,11499,48725,Credit Card,Yes,286.794,Android,Confirmed,19-05-2024,4.169982883,0,No
122,1,Seattle,4,29-07-2024,,,Standard,3,Leisure,Mobile App,30443,15791,4878,20669,Debit Card,Yes,706.9980837,Web,Cancelled,08-10-2024,10.27974751,3.602250406,Yes
331,5,Chicago,5,29-07-2024,,,Standard,1,Business,Web,40747.09,35401,10936,46337,Debit Card,Yes,0,Web,Cancelled,11-10-2024,0,23.65958902,Yes
427,3,Los Angeles,5,29-07-2024,09-09-2024,12-09-2024,Suite,1,Leisure,Web,18463.44,16041,4956,20997,Credit Card,No,0,Web,Cancelled,12-05-2024,5.050774652,0,No
291,5,San Francisco,3,29-07-2024,28-08-2024,02-09-2024,Standard,2,Business,Web,21636.78,18798,5807,24605,Bank Transfer,No,0,Web,Confirmed,20-05-2024,0,0,No
462,1,Seattle,3,29-07-2024,06-08-2024,12-08-2024,Standard,1,Leisure,Web,25196.87,21891,6762,28653,Debit Card,Yes,830.7187046,Android,Cancelled,25-04-2024,12.07864453,0,No
45,5,Orlando,3,29-07-2024,,,Deluxe,1,Leisure,Travel Agent,21655.25,14086,4352,18438,Debit Card,Yes,64.62829478,Web,Cancelled,24-11-2024,0,2.86041195,Yes
451,5,New York,4,29-07-2024,26-08-2024,29-08-2024,Standard,1,Leisure,Mobile App,36306,36306,11215,47521,PayPal,Yes,0,Web,Cancelled,29-11-2024,0,19.88792335,Yes
364,1,Orlando,3,29-07-2024,04-08-2024,10-08-2024,Standard,1,Business,Mobile App,4856,8479,2620,11099,Bank Transfer,Yes,0,Web,Confirmed,03-11-2024,6.983756533,8.778147578,Yes
276,7,Chicago,5,29-07-2024,,,Deluxe,1,Leisure,Mobile App,17229,17229,5323,22552,Debit Card,No,0,Android,Failed,26-04-2024,0,0,No
308,1,New York,3,29-07-2024,27-09-2024,29-09-2024,Standard,1,Leisure,Web,30772.39,26735,8258,34993,Bank Transfer,Yes,516.5410999,Android,Confirmed,26-04-2024,7.51050421,0,No
445,7,Boston,4,29-07-2024,12-08-2024,17-08-2024,Standard,3,Business,Web,5074.83,4409,1363,5772,Credit Card,Yes,0,Web,Cancelled,14-09-2024,0,34.44475422,Yes
168,5,Miami,2,29-07-2024,,,Deluxe,1,Leisure,Web,11652.88,10124,3128,13252,Bank Transfer,Yes,103.9135967,Web,Cancelled,30-10-2024,0,3.412905023,Yes
390,5,Miami,4,29-07-2024,27-08-2024,28-08-2024,Deluxe,1,Leisure,Web,20691.8,17977,5553,23530,Bank Transfer,Yes,725.7869746,Web,Confirmed,17-05-2024,0,0,No
360,5,Orlando,3,29-07-2024,20-08-2024,23-08-2024,Deluxe,3,Leisure,Web,19652.43,17074,5274,22348,Credit Card,Yes,0,Web,Confirmed,19-11-2024,0,27.38155134,Yes
405,5,Las Vegas,5,29-07-2024,22-09-2024,24-09-2024,Deluxe,2,Leisure,Mobile App,36664,17314,5349,22663,PayPal,Yes,502.553173,iOS,Confirmed,19-09-2024,0,36.49820076,Yes
194,3,Chicago,5,29-07-2024,02-09-2024,08-09-2024,Deluxe,2,Business,Travel Agent,29524.66,17971,5551,23522,PayPal,Yes,518.5196385,Web,Confirmed,18-10-2024,7.539272149,19.59061998,Yes
373,3,New York,2,29-07-2024,04-08-2024,11-08-2024,Standard,1,Business,Mobile App,28669,28669,8856,37525,Bank Transfer,Yes,240.8267432,Web,Confirmed,23-11-2024,3.501619269,10.91464308,Yes
119,3,Los Angeles,4,29-07-2024,14-08-2024,20-08-2024,Standard,1,Leisure,Mobile App,17282,17282,5339,22621,Debit Card,Yes,970.8710727,Web,Cancelled,11-05-2024,14.11645904,0,No
371,3,Seattle,2,29-07-2024,12-08-2024,17-08-2024,Suite,1,Business,Web,17490.83,15196,4694,19890,Bank Transfer,Yes,0,Web,Failed,02-12-2024,9.060457809,3.358188311,Yes
360,7,Las Vegas,3,29-07-2024,16-08-2024,18-08-2024,Standard,1,Business,Web,25669.94,22302,6890,29192,Bank Transfer,Yes,258.3872501,Web,Confirmed,24-11-2024,0,8.540587774,Yes
259,3,Chicago,2,29-07-2024,14-09-2024,15-09-2024,Standard,1,Business,Mobile App,19452,16346,5050,21396,Bank Transfer,Yes,0,Web,Confirmed,17-11-2024,7.247071313,14.46165086,Yes
140,1,Boston,4,29-07-2024,20-08-2024,27-08-2024,Standard,1,Leisure,Travel Agent,19512.27,18233,5632,23865,Credit Card,No,0,Web,Confirmed,13-05-2024,3.467731742,0,No
234,5,Los Angeles,4,29-07-2024,15-08-2024,21-08-2024,Deluxe,2,Leisure,Web,25356.87,22030,6805,28835,PayPal,Yes,675.1348094,Web,Confirmed,07-10-2024,0,18.57828939,Yes
281,3,New York,4,29-07-2024,02-08-2024,07-08-2024,Standard,1,Leisure,Travel Agent,65346.44,37954,11724,49678,Debit Card,Yes,0,Android,Confirmed,20-07-2024,6.993995003,0,No
226,1,Los Angeles,5,29-07-2024,,,Standard,2,Leisure,Web,21456.07,18641,5759,24400,PayPal,Yes,220.4328989,Web,Cancelled,07-10-2024,3.205092907,6.369088758,Yes
407,1,Seattle,4,29-07-2024,,,Deluxe,1,Leisure,Mobile App,28924,28924,8935,37859,PayPal,Yes,0,Web,Cancelled,21-07-2024,2.834212752,0,No
432,1,Seattle,2,29-07-2024,12-08-2024,19-08-2024,Deluxe,3,Leisure,Web,40498.47,14626,4518,19144,PayPal,Yes,718.8311163,Web,Confirmed,22-12-2024,10.45179972,16.38728088,Yes
173,5,Boston,4,29-07-2024,30-08-2024,02-09-2024,Deluxe,1,Business,Web,16919.92,14700,4541,19241,Credit Card,Yes,167.2623409,Web,Confirmed,13-05-2024,0,0,No
204,3,Chicago,5,29-07-2024,27-08-2024,29-08-2024,Deluxe,1,Leisure,Web,25566.35,22212,6861,29073,PayPal,Yes,672.1289867,Android,Confirmed,17-05-2024,9.772751066,0,No
456,5,Miami,2,29-07-2024,28-08-2024,01-09-2024,Deluxe,3,Leisure,Web,15338.43,13326,4117,17443,Credit Card,Yes,0,iOS,Confirmed,15-06-2024,0,0,No
303,5,Dallas,4,29-07-2024,19-09-2024,24-09-2024,Suite,1,Business,Web,19474.03,16919,5227,22146,PayPal,Yes,945.6301811,Web,Confirmed,13-05-2024,0,0,No
312,1,Chicago,3,29-07-2024,19-09-2024,23-09-2024,Suite,2,Business,Web,26229.34,14531,4489,19020,PayPal,No,0,Web,Confirmed,20-05-2024,7.769283784,0,No
167,7,San Francisco,4,29-07-2024,21-09-2024,27-09-2024,Deluxe,2,Business,Web,38921.58,33815,10445,44260,PayPal,No,0,Android,Confirmed,19-05-2024,0,0,No
224,1,Seattle,5,29-07-2024,21-09-2024,27-09-2024,Suite,1,Leisure,Mobile App,16624,16624,5136,21760,Credit Card,Yes,71.79312146,Web,Confirmed,09-11-2024,1.043871516,1.543389824,Yes
476,5,Miami,5,29-07-2024,,,Deluxe,1,Leisure,Mobile App,25228,25228,7793,33021,Debit Card,Yes,885.4427196,Android,Cancelled,10-05-2024,0,0,No
499,3,New York,4,29-07-2024,16-08-2024,20-08-2024,Standard,1,Leisure,Travel Agent,43042.35,24253,7492,31745,Debit Card,Yes,0,Web,Confirmed,04-12-2024,11.78706612,34.24805792,Yes
185,5,Dallas,5,29-07-2024,,,Deluxe,1,Business,Web,8194.08,7119,2199,9318,Credit Card,Yes,440.778894,Web,Cancelled,18-11-2024,0,19.58156119,Yes
266,7,Las Vegas,4,29-07-2024,,,Standard,2,Leisure,Mobile App,12931,12931,3995,16926,PayPal,Yes,143.6150827,Android,Cancelled,12-08-2024,0,0,No
155,7,Los Angeles,5,29-07-2024,12-08-2024,13-08-2024,Deluxe,1,Leisure,Web,8890.44,7724,2386,10110,Debit Card,Yes,1272.908885,Android,Confirmed,28-04-2024,0,0,No
435,1,Las Vegas,3,29-07-2024,09-09-2024,14-09-2024,Standard,1,Business,Mobile App,32964,32964,10183,43147,Debit Card,Yes,390.7196051,Web,Cancelled,18-05-2024,5.6810605,0,No
72,3,New York,5,29-07-2024,14-09-2024,16-09-2024,Deluxe,1,Business,Mobile App,11594,23300,7198,30498,Bank Transfer,Yes,236.8669662,Android,Confirmed,11-05-2024,3.444044138,0,No
252,1,Miami,4,29-07-2024,30-07-2024,31-07-2024,Deluxe,1,Leisure,Web,8768.43,26134,8073,34207,PayPal,Yes,107.4772126,Web,Confirmed,02-05-2024,1.562717967,0,No
154,1,Boston,4,29-07-2024,19-09-2024,22-09-2024,Standard,3,Leisure,Mobile App,10396,24721,7636,32357,Debit Card,Yes,851.3756798,Web,Cancelled,10-05-2024,12.37899681,0,No
456,5,Orlando,3,29-07-2024,01-09-2024,02-09-2024,Standard,1,Leisure,Web,38765.04,33679,10403,44082,PayPal,Yes,561.5987262,Android,Cancelled,17-05-2024,0,0,No
474,5,Los Angeles,3,29-07-2024,15-08-2024,21-08-2024,Standard,1,Leisure,Mobile App,13788,13788,4259,18047,Bank Transfer,Yes,135.4006027,Web,Confirmed,25-12-2024,0,3.559092543,Yes
483,5,Miami,4,29-07-2024,07-09-2024,14-09-2024,Suite,1,Leisure,Mobile App,33993,33993,10500,44493,Bank Transfer,Yes,177.1792277,Web,Failed,06-10-2024,0,0.513076787,Yes
22,3,Las Vegas,3,30-07-2024,09-08-2024,15-08-2024,Deluxe,2,Business,Web,40896.87,35492,10964,46456,Bank Transfer,Yes,0,Android,Confirmed,29-12-2024,5.658523449,15.47595067,Yes
205,5,San Francisco,4,30-07-2024,02-08-2024,03-08-2024,Deluxe,1,Leisure,Web,28206.77,24479,7562,32041,Credit Card,Yes,446.9744712,Web,Confirmed,22-12-2024,0,13.49880399,Yes
90,7,Orlando,3,30-07-2024,14-08-2024,20-08-2024,Deluxe,1,Business,Mobile App,37594,37594,11613,49207,PayPal,No,0,Android,Confirmed,24-04-2024,0,0,No
106,5,Boston,3,30-07-2024,31-07-2024,05-08-2024,Deluxe,1,Business,Mobile App,28976,28976,8951,37927,Credit Card,Yes,505.1868842,iOS,Confirmed,17-05-2024,0,0,No
381,3,Orlando,4,30-07-2024,09-09-2024,13-09-2024,Suite,1,Business,Web,15811.64,13722,4239,17961,PayPal,Yes,391.79775,Web,Confirmed,09-09-2024,5.69673672,17.76135989,Yes
154,5,Los Angeles,5,30-07-2024,30-08-2024,05-09-2024,Deluxe,1,Leisure,Web,17148.29,14882,4597,19479,Bank Transfer,Yes,991.8032869,Web,Confirmed,04-01-2025,0,42.56426183,Yes
33,1,Chicago,5,30-07-2024,03-08-2024,08-08-2024,Standard,3,Business,Mobile App,20188,20188,6236,26424,Credit Card,No,0,Android,Confirmed,01-05-2024,2.47773239,0,No
499,1,New York,5,30-07-2024,11-08-2024,17-08-2024,Deluxe,3,Business,Mobile App,28344,4197,1297,5494,Credit Card,Yes,0,Web,Confirmed,06-09-2024,5.437507569,12.88310767,Yes
132,5,San Francisco,3,30-07-2024,28-09-2024,01-10-2024,Standard,1,Leisure,Mobile App,20828,20828,6434,27262,Credit Card,No,0,Web,Confirmed,27-04-2024,0,0,No
237,5,Las Vegas,3,30-07-2024,14-08-2024,15-08-2024,Deluxe,1,Leisure,Web,15326.53,13301,4109,17410,PayPal,Yes,103.6132086,Android,Confirmed,28-06-2024,0,0,No
351,7,Las Vegas,5,30-07-2024,,,Standard,2,Business,Web,22449.95,19483,6018,25501,Credit Card,Yes,821.5535246,Web,Cancelled,21-05-2024,0,0,No
180,5,Chicago,3,30-07-2024,07-09-2024,09-09-2024,Suite,1,Leisure,Mobile App,31156,31156,9624,40780,Bank Transfer,Yes,505.7802894,Web,Confirmed,15-12-2024,0,4.691016872,Yes
246,3,Seattle,4,30-07-2024,,,Standard,2,Business,Mobile App,27684,27684,8552,36236,PayPal,Yes,870.6846112,Web,Cancelled,20-05-2024,12.65974855,0,No
178,3,Las Vegas,3,30-07-2024,02-09-2024,08-09-2024,Suite,1,Business,Web,25852.65,22436,6931,29367,PayPal,Yes,486.5097687,Web,Confirmed,06-09-2024,7.073848852,17.136346,Yes
115,5,Seattle,2,30-07-2024,14-08-2024,19-08-2024,Standard,2,Business,Mobile App,17858,17858,5517,23375,PayPal,Yes,0,Web,Confirmed,10-09-2024,0,2.372833988,Yes
296,1,Las Vegas,3,30-07-2024,27-08-2024,01-09-2024,Standard,1,Leisure,Web,7215.6,6262,1935,8197,Debit Card,Yes,86.75662842,Android,Cancelled,21-05-2024,1.261440809,0,No
278,3,Dallas,4,30-07-2024,25-09-2024,29-09-2024,Suite,3,Leisure,Mobile App,19180,19180,5925,25105,Credit Card,Yes,893.7575783,Android,Confirmed,31-12-2024,12.99522934,61.22487332,Yes
328,3,Dallas,2,30-07-2024,13-09-2024,16-09-2024,Deluxe,1,Leisure,Mobile App,33360,33360,10305,43665,Bank Transfer,Yes,275.7682416,Android,Confirmed,18-11-2024,4.009668428,5.535834349,Yes
43,5,Boston,5,30-07-2024,10-08-2024,13-08-2024,Deluxe,2,Business,Mobile App,7821,7821,2417,10238,PayPal,Yes,0,Android,Failed,05-07-2024,0,0,No
217,7,Seattle,2,30-07-2024,09-09-2024,12-09-2024,Standard,1,Leisure,Web,30988.38,26893,8307,35200,Bank Transfer,Yes,0,Web,Confirmed,16-09-2024,0,10.84244699,Yes
181,3,Dallas,3,30-07-2024,25-09-2024,02-10-2024,Deluxe,1,Leisure,Web,42921.44,37249,11506,48755,Credit Card,Yes,393.9145199,Web,Confirmed,10-05-2024,5.72751454,0,No
22,7,Boston,4,30-07-2024,10-09-2024,17-09-2024,Standard,2,Leisure,Mobile App,19252,19252,5947,25199,PayPal,No,0,iOS,Confirmed,17-05-2024,0,0,No
236,5,Boston,4,30-07-2024,08-09-2024,13-09-2024,Deluxe,1,Business,Web,23859.2,17595,5435,23030,Credit Card,No,0,Web,Confirmed,29-04-2024,0,0,No
172,3,Dallas,4,30-07-2024,18-08-2024,25-08-2024,Standard,1,Leisure,Web,25064.49,21752,6719,28471,Debit Card,Yes,488.9684291,Web,Cancelled,12-11-2024,7.109597757,10.90249216,Yes
145,5,Boston,4,30-07-2024,,,Deluxe,1,Leisure,Web,24993.05,21690,6700,28390,Credit Card,Yes,757.8224492,Web,Cancelled,30-09-2024,0,24.25667729,Yes
260,3,Miami,4,30-07-2024,02-08-2024,04-08-2024,Standard,1,Leisure,Mobile App,27260,27260,8421,35681,Bank Transfer,Yes,192.9874759,Web,Confirmed,10-07-2024,2.806036637,0,No
168,3,Seattle,4,30-07-2024,12-08-2024,17-08-2024,Standard,1,Leisure,Web,26183.36,14944,4616,19560,PayPal,Yes,218.2428562,Android,Confirmed,28-04-2024,3.1732497,0,No
307,5,Miami,4,30-07-2024,28-08-2024,31-08-2024,Standard,1,Business,Web,23602.24,17406,5377,22783,PayPal,Yes,80.7894982,Web,Cancelled,09-05-2024,0,0,No
359,5,Orlando,2,30-07-2024,14-09-2024,19-09-2024,Standard,2,Business,Travel Agent,40976.78,24719,7636,32355,Debit Card,Yes,925.7150806,Android,Confirmed,27-04-2024,0,0,No
243,1,Miami,4,30-07-2024,,,Deluxe,1,Leisure,Web,14582.16,12655,3910,16565,Bank Transfer,Yes,311.5070464,Android,Cancelled,29-11-2024,4.529310415,9.680376402,Yes
486,1,Boston,4,30-07-2024,05-09-2024,12-09-2024,Deluxe,1,Business,Web,10500.77,14178,4380,18558,Credit Card,Yes,0,Web,Confirmed,08-08-2024,11.05395989,0,No
19,1,Dallas,2,30-07-2024,27-09-2024,29-09-2024,Deluxe,1,Leisure,Web,32336.55,28063,8669,36732,Bank Transfer,Yes,49.61816297,Web,Confirmed,16-08-2024,0.721447765,0,No
334,1,Miami,3,30-07-2024,22-08-2024,24-08-2024,Standard,3,Leisure,Web,22244.85,26463,8175,34638,PayPal,Yes,475.6569488,Web,Confirmed,08-06-2024,6.916048921,0,No
315,1,Boston,4,30-07-2024,06-09-2024,11-09-2024,Deluxe,1,Business,Web,21518.91,18675,5769,24444,PayPal,No,0,Android,Confirmed,18-05-2024,2.064463827,0,No
481,5,Seattle,2,30-07-2024,19-09-2024,21-09-2024,Deluxe,1,Business,Web,20274.44,35013,10815,45828,Bank Transfer,Yes,0,Web,Confirmed,14-08-2024,0,0,No
385,1,Chicago,4,30-07-2024,18-08-2024,21-08-2024,Standard,1,Leisure,Mobile App,8870,8870,2741,11611,Credit Card,Yes,962.8042854,Web,Confirmed,26-04-2024,13.99916801,0,No
93,1,Dallas,2,30-07-2024,,,Deluxe,1,Business,Web,37270.63,10184,3146,13330,PayPal,Yes,190.375224,Web,Cancelled,16-11-2024,2.76805451,0.899757866,Yes
464,1,Boston,3,30-07-2024,,,Standard,1,Business,Travel Agent,58958.54,11405,3523,14928,Credit Card,Yes,566.7130695,Web,Cancelled,05-05-2024,8.24000432,0,No
253,7,Las Vegas,5,30-07-2024,29-08-2024,02-09-2024,Standard,2,Leisure,Web,21535.04,18689,5774,24463,Credit Card,Yes,849.9876816,Android,Cancelled,26-04-2024,0,0,No
42,3,Chicago,4,30-07-2024,,,Deluxe,1,Business,Mobile App,17254,32199,9946,42145,Credit Card,Yes,270.9155733,Android,Cancelled,14-05-2024,3.939110662,0,No
190,5,New York,4,30-07-2024,26-09-2024,03-10-2024,Standard,1,Business,Mobile App,24497,24497,7567,32064,Credit Card,Yes,89.70276955,Web,Cancelled,24-04-2024,0,0,No
186,5,Los Angeles,2,30-07-2024,26-09-2024,30-09-2024,Deluxe,2,Leisure,Mobile App,19271,19271,5953,25224,PayPal,No,0,Android,Confirmed,27-04-2024,0,0,No
464,5,Dallas,3,30-07-2024,28-09-2024,01-10-2024,Standard,1,Business,Mobile App,20347,14300,4418,18718,PayPal,No,0,Web,Cancelled,25-04-2024,0,0,No
315,1,Dallas,2,30-07-2024,,,Deluxe,1,Leisure,Web,16853.31,20742,6408,27150,Bank Transfer,Yes,0,Web,Cancelled,05-10-2024,10.71009136,21.47309477,Yes
317,3,Miami,4,30-07-2024,30-08-2024,04-09-2024,Suite,3,Leisure,Web,40971.77,35557,10984,46541,Credit Card,Yes,846.5196933,Web,Failed,03-11-2024,12.3083908,32.40234971,Yes
288,5,Miami,2,30-07-2024,12-09-2024,15-09-2024,Deluxe,2,Business,Web,26519.82,23015,7110,30125,Bank Transfer,Yes,442.861409,Web,Confirmed,28-04-2024,0,0,No
429,3,Dallas,4,30-07-2024,05-08-2024,08-08-2024,Suite,1,Leisure,Mobile App,25236,25236,7796,33032,PayPal,Yes,472.8123966,iOS,Confirmed,07-05-2024,6.87468915,0,No
174,5,Miami,5,30-07-2024,13-09-2024,15-09-2024,Standard,1,Business,Mobile App,9329,9329,2882,12211,Debit Card,No,0,Web,Cancelled,25-04-2024,0,0,No
249,7,Los Angeles,4,30-07-2024,07-09-2024,10-09-2024,Deluxe,2,Leisure,Web,18974.66,16467,5087,21554,Bank Transfer,Yes,0,Web,Confirmed,08-09-2024,0,24.03337684,Yes
8,7,Boston,5,30-07-2024,,,Standard,2,Business,Mobile App,36627,36627,11314,47941,PayPal,Yes,0,Web,Cancelled,28-04-2024,0,0,No
161,3,New York,5,30-07-2024,24-09-2024,01-10-2024,Suite,1,Business,Web,35203.44,30551,9437,39988,Debit Card,Yes,0,Web,Cancelled,01-01-2025,6.755423392,15.38740028,Yes
